학교명,도로명주소
가락고등학교,서울특별시 송파구 송이로 42
가재울고등학교,서울특별시 서대문구 수색로 100-35
강동고등학교,서울특별시 강동구 구천면로 572
강서고등학교,서울특별시 양천구 목동중앙남로 27
강일고등학교,서울특별시 강동구 아리수로98길 40
개포고등학교,서울특별시 강남구 개포로 402
건국대학교사범대학부속고등학교,서울특별시 광진구 능동로 120
경기고등학교,서울특별시 강남구 영동대로 643
경기여자고등학교,서울특별시 강남구 삼성로 29
경동고등학교,서울특별시 성북구 보문로29길 49
경문고등학교,서울특별시 동작구 동작대로 171
경복고등학교,서울특별시 종로구 자하문로28가길 9
경복여자고등학교,서울특별시 강서구 화곡로63길 40
경성고등학교,서울특별시 마포구 성미산로 111
경신고등학교,서울특별시 종로구 혜화로 74
경인고등학교,서울특별시 구로구 경인로46길 31
경일고등학교,서울특별시 성동구 성수일로 27
경희고등학교,서울특별시 동대문구 경희대로 26
경희여자고등학교,서울특별시 동대문구 경희대로 26
계성고등학교,서울특별시 성북구 길음로 63
고려대학교사범대학부속고등학교,서울특별시 성북구 정릉로 161
고척고등학교,서울특별시 구로구 중앙로15길 162
공항고등학교,서울특별시 강서구 방화대로34길 43
관악고등학교,서울특별시 영등포구 영등포로6길 26
광남고등학교,서울특별시 광진구 아차산로70길 17-16
광문고등학교,서울특별시 강동구 동남로 968
광성고등학교,서울특별시 마포구 신수로8길 20
광신고등학교,서울특별시 관악구 광신길 141
광양고등학교,서울특별시 광진구 자양로3가길 31
광영고등학교,서울특별시 양천구 남부순환로30길 17
광영여자고등학교,서울특별시 양천구 남부순환로30길 17
구로고등학교,서울특별시 구로구 가마산로27길 45
구암고등학교,서울특별시 관악구 성현로 57
구일고등학교,서울특별시 구로구 구일로 90-51
구현고등학교,서울특별시 구로구 경인로53가길 17
금옥여자고등학교,서울특별시 양천구 신정로 213
금천고등학교,서울특별시 금천구 시흥대로38길 26
금호고등학교,서울특별시 성동구 금호로 118
남강고등학교,서울특별시 관악구 난곡로34길 80
노원고등학교,서울특별시 노원구 노원로 586
누원고등학교,서울특별시 도봉구 마들로 849
단국대학교사범대학부속고등학교,서울특별시 강남구 도곡로64길 21
당곡고등학교,서울특별시 관악구 봉천로21길 108
대광고등학교,서울특별시 동대문구 안암로 6
대성고등학교,서울특별시 은평구 갈현로29길 51-24
대신고등학교,서울특별시 종로구 사직로 9
대영고등학교,서울특별시 영등포구 도림로86길 16
대원고등학교,서울특별시 광진구 용마산로22길 26
대원여자고등학교,서울특별시 광진구 용마산로22길 26
대일고등학교,서울특별시 강서구 등촌로 105
대진고등학교,서울특별시 노원구 공릉로62가길 47
대진여자고등학교,서울특별시 노원구 공릉로 438
덕성여자고등학교,서울특별시 종로구 율곡로3길 50
덕수고등학교,서울특별시 송파구 위례북로 10
덕원여자고등학교,서울특별시 강서구 강서로45길 91-44
도봉고등학교,서울특별시 도봉구 도봉산길 27
도선고등학교,서울특별시 성동구 마장로 156
독산고등학교,서울특별시 금천구 문성로 64
동국대학교사범대학부속고등학교,서울특별시 동대문구 장안벚꽃로 201
동국대학교사범대학부속여자고등학교,서울특별시 광진구 광나루로36길 47
동덕여자고등학교,서울특별시 서초구 효령로2길 123-5
동명여자고등학교,서울특별시 은평구 통일로 793
동북고등학교,서울특별시 강동구 강동대로 305
동성고등학교,서울특별시 종로구 대학로 156
동양고등학교,서울특별시 강서구 허준로 50
동일여자고등학교,서울특별시 금천구 탑골로10길 45
동작고등학교,서울특별시 동작구 솔밭로 51
둔촌고등학교,서울특별시 강동구 명일로 140
등촌고등학교,서울특별시 강서구 공항대로39길 115
마포고등학교,서울특별시 강서구 화곡로 403
면목고등학교,서울특별시 중랑구 용마산로72길 36-14
명덕고등학교,서울특별시 강서구 강서로47길 34-10
명덕여자고등학교,서울특별시 강서구 강서로47길 34-10
명일여자고등학교,서울특별시 강동구 명일로 350
명지고등학교,서울특별시 서대문구 명지2길 56
목동고등학교,서울특별시 양천구 목동동로2길 68
무학여자고등학교,서울특별시 성동구 고산자로 197
문일고등학교,서울특별시 금천구 시흥대로47길 45
문정고등학교,서울특별시 송파구 송이로34길 62
문현고등학교,서울특별시 송파구 충민로 115
미림여자고등학교,서울특별시 관악구 호암로 546
미양고등학교,서울특별시 강북구 인수봉로 39
반포고등학교,서울특별시 서초구 고무래로 71
방산고등학교,서울특별시 송파구 오금로27길 18
배명고등학교,서울특별시 송파구 삼학사로 11
배문고등학교,서울특별시 용산구 효창원로 258
배재고등학교,서울특별시 강동구 고덕로 227
배화여자고등학교,서울특별시 종로구 필운대로1길 34
백암고등학교,서울특별시 양천구 신정로13길 16
보성고등학교,서울특별시 송파구 양재대로 1278
보성여자고등학교,서울특별시 용산구 신흥로3가길 66
보인고등학교,서울특별시 송파구 오금로49길 18
불암고등학교,서울특별시 노원구 중계로 155
삼각산고등학교,서울특별시 강북구 삼양로19길 40
삼성고등학교,서울특별시 관악구 신림로 41
상계고등학교,서울특별시 노원구 노해로 432
상명고등학교,서울특별시 노원구 덕릉로 553
상명대학교사범대학부속여자고등학교,서울특별시 종로구 홍지문2길 20
상문고등학교,서울특별시 서초구 명달로 45
상암고등학교,서울특별시 마포구 월드컵북로 445
상일여자고등학교,서울특별시 강동구 천호대로219길 61
서라벌고등학교,서울특별시 노원구 한글비석로5길 18
서문여자고등학교,서울특별시 서초구 동광로12길 84
서울고등학교,서울특별시 서초구 효령로 197
서울대학교사범대학부설고등학교,서울특별시 성북구 월곡로 6
서울문영여자고등학교,서울특별시 관악구 관악로 85
서울미술고등학교,서울특별시 관악구 남부순환로247길 26
서울세종고등학교,서울특별시 강남구 광평로51길 36
서울여자고등학교,서울특별시 마포구 백범로25길 34
서초고등학교,서울특별시 서초구 반포대로27길 29
석관고등학교,서울특별시 성북구 한천로70길 30
선덕고등학교,서울특별시 도봉구 시루봉로 53
선사고등학교,서울특별시 강동구 고덕로25길 17
선유고등학교,서울특별시 영등포구 선유로 227
선일여자고등학교,서울특별시 은평구 갈현로29길 27
선정고등학교,서울특별시 은평구 서오릉로20길 19
성남고등학교,서울특별시 동작구 대방동길 74
성덕고등학교,서울특별시 강동구 구천면로 396
성동고등학교,서울특별시 중구 퇴계로90길 17
성보고등학교,서울특별시 관악구 남부순환로156길 39
성수고등학교,서울특별시 성동구 서울숲길 18
성신여자고등학교,서울특별시 성북구 동소문로26가길 80
성심여자고등학교,서울특별시 용산구 원효로19길 49
세현고등학교,서울특별시 강서구 허준로 227
세화고등학교,서울특별시 서초구 신반포로 56-7
세화여자고등학교,서울특별시 서초구 신반포로 56-7
송곡고등학교,서울특별시 중랑구 양원역로 50
송곡여자고등학교,서울특별시 중랑구 양원역로 67
수도여자고등학교,서울특별시 동작구 여의대방로10길 73
수락고등학교,서울특별시 노원구 동일로245길 143
수명고등학교,서울특별시 강서구 수명로2길 15
숙명여자고등학교,서울특별시 강남구 남부순환로 2807
숭문고등학교,서울특별시 마포구 숭문길 99
숭실고등학교,서울특별시 은평구 은평터널로7길 6
숭의여자고등학교,서울특별시 동작구 여의대방로36길 79
신광여자고등학교,서울특별시 용산구 청파로 263
신도고등학교,서울특별시 은평구 통일로 961
신도림고등학교,서울특별시 구로구 경인로67길 159
신림고등학교,서울특별시 관악구 문성로 119
신목고등학교,서울특별시 양천구 안양천로 739
신서고등학교,서울특별시 양천구 은행정로 42
신일고등학교,서울특별시 강북구 솔매로49길 20
신현고등학교,서울특별시 중랑구 봉화산로 174
압구정고등학교,서울특별시 강남구 압구정로39길 20
양재고등학교,서울특별시 서초구 남부순환로346길 9
양정고등학교,서울특별시 양천구 안양천로 1039
양천고등학교,서울특별시 양천구 신정로14길 13
언남고등학교,서울 서초구 동산로13길 35
여의도고등학교,서울특별시 영등포구 국제금융로7길 37
여의도여자고등학교,서울특별시 영등포구 국제금융로7가길 13
염광고등학교,서울특별시 노원구 월계로45가길 9
영동고등학교,서울특별시 강남구 선릉로 742
영동일고등학교,서울특별시 송파구 석촌호수로 93
영등포고등학교,서울특별시 동작구 등용로8길 5
영등포여자고등학교,서울특별시 영등포구 영등포로62길 13
영락고등학교,서울특별시 관악구 청룡16길 25
영신고등학교,서울 영등포구 대방천로14길 18
영신여자고등학교,서울특별시 노원구 중계로16나길 13
영일고등학교,서울특별시 강서구 등촌로51가길 26
영파여자고등학교,서울특별시 송파구 올림픽로 565
영훈고등학교,서울특별시 강북구 도봉로13가길 19
예일여자고등학교,서울특별시 은평구 연서로 117
오금고등학교,서울특별시 송파구 중대로 247
오류고등학교,서울특별시 구로구 오리로21길 2
오산고등학교,서울특별시 용산구 보광로7길 17
용문고등학교,서울특별시 성북구 고려대로17가길 46
용산고등학교,서울특별시 용산구 두텁바위로 60
용화여자고등학교,서울특별시 노원구 동일로 1461
우신고등학교,서울특별시 구로구 부일로 917
원묵고등학교,서울특별시 중랑구 숙선옹주로 82
월계고등학교,서울특별시 노원구 초안산로5길 66
은광여자고등학교,서울특별시 강남구 남부순환로359길 36
은평고등학교,서울특별시 은평구 갈현로15길 47
이화여자고등학교,서울특별시 중구 정동길
이화여자대학교사범대학부속이화금란고등학교,서울특별시 서대문구 성산로 560
인창고등학교,서울특별시 서대문구 경기대로 65
인헌고등학교,서울특별시 관악구 인헌9길 74
자양고등학교,서울특별시 광진구 뚝섬로37길 28
자운고등학교,서울특별시 도봉구 노해로69길 150
잠신고등학교,서울특별시 송파구 잠실로 24
잠실고등학교,서울특별시 송파구 올림픽로33길 71
잠실여자고등학교,서울특별시 송파구 송파대로38길 8
잠일고등학교,서울특별시 송파구 백제고분로 21
장충고등학교,서울특별시 중구 동호로15길 93
장훈고등학교,서울특별시 영등포구 영등포로64길 26
재현고등학교,서울특별시 노원구 덕릉로82길 64
정신여자고등학교,서울특별시 송파구 올림픽로4길 16
정의여자고등학교,서울특별시 도봉구 노해로49길 69
중경고등학교,서울특별시 용산구 이촌로84길 34
중동고등학교,서울특별시 강남구 일원로 7
중산고등학교,서울특별시 강남구 일원로14길 22
중앙고등학교,서울특별시 종로구 창덕궁길 164
중앙대학교사범대학부속고등학교,서울특별시 강남구 선릉로 207
중앙여자고등학교,서울특별시 서대문구 북아현로11가길 7
중화고등학교,서울특별시 중랑구 봉화산로27길 62
진관고등학교,서울특별시 은평구 진관4로 26
진명여자고등학교,서울특별시 양천구 목동로 170
진선여자고등학교,서울특별시 강남구 선릉로85길 27
창덕여자고등학교,서울특별시 송파구 양재대로 1240
창동고등학교,서울특별시 도봉구 노해로62길 7
창문여자고등학교,서울특별시 강북구 월계로 61
청담고등학교,서울특별시 강남구 압구정로 419
청량고등학교,서울특별시 동대문구 왕산로 303
청원고등학교,서울특별시 노원구 한글비석로 506
청원여자고등학교,서울특별시 노원구 한글비석로 506
충암고등학교,서울특별시 은평구 가좌로5길 5
태릉고등학교,서울특별시 중랑구 신내로23길 36
풍문고등학교,서울특별시 강남구 자곡로 152
하나고등학교,서울특별시 은평구 연서로 535
한가람고등학교,서울특별시 양천구 목동서로 15
한광고등학교,서울특별시 강서구 등촌로13길 110
한국삼육고등학교,서울특별시 노원구 화랑로 815
한서고등학교,서울특별시 강서구 양천로11길 47
한성고등학교,서울특별시 서대문구 북아현로1길 24
한성여자고등학교,서울특별시 성북구 삼선교로16길 117
한양대학교사범대학부속고등학교,서울특별시 성동구 마조로 42
한영고등학교,서울특별시 강동구 동남로 832
해성여자고등학교,서울특별시 동대문구 전농로20길 31
현대고등학교,서울특별시 강남구 압구정로 127
혜성여자고등학교,서울특별시 노원구 노원로16길 2
혜원여자고등학교,서울특별시 중랑구 봉우재로58길 39
혜화여자고등학교,서울특별시 강북구 인수봉로 127
홍익대학교사범대학부속고등학교,서울특별시 성북구 성북로14가길 23
홍익대학교사범대학부속여자고등학교,서울특별시 마포구 성미산로 51
화곡고등학교,서울특별시 강서구 강서로45길 69
환일고등학교,서울특별시 중구 환일길 47
효문고등학교,서울특별시 도봉구 우이천로 432
휘경여자고등학교,서울특별시 동대문구 한천로 247
휘문고등학교,서울특별시 강남구 역삼로 541
휘봉고등학교,서울특별시 동대문구 한천로 290
